id,owner,deal_stage,updated_at,created_at,age_in_days,deferred_reason,not_interested_reasons,no_requirement_reasons,next_reach_out_date,comments,source_of_the_deal,head_office_city,country,number_of_outlets
2004813320,SS,Right Contact Made,02-23-2021 12:26:00,10/20/20 9:53,151,,,,,,Cold call/email,Bangalore,India,12
2004813849,AIB,New,02/03/2021 15:27,10/20/20 17:58,151,,,,,,Cold call/email,Delhi NCR,India,1
2004813983,SS,Deferred,01/13/21 14:15,10/20/20 19:23,151,No Response,,,,No response tried on all the online numbers,Cold call/email,Hyderabad,India,10
2004813987,SS,Right Contact Made,02/09/2021 12:54,10/20/20 19:25,151,,,,,,Cold call/email,Bangalore,India,10
2004815587,SS,Deferred,12/07/2020 16:41,10-21-2020 16:47:00,150,,,,,,Cold call/email,Bangalore,India,9
2004815638,DS,Won,03/02/2021 19:54,10-21-2020 17:25:00,0,,,,,,Food Aggregators,Bangalore,India,1
2004823209,MJ,Contact made,01/06/2021 21:45,10-26-2020 18:39:00,145,,,,,,Lead Sourcing - Food Aggregators,,India,11
2004823218,MJ,New,01/06/2021 21:47,10-26-2020 18:39:00,145,,,,,,Lead Sourcing - Food Aggregators,,India,11
2004826823,DS,Lost,03/11/2021 17:18,10-28-2020 16:29:00,134,,,,,,Chat,Kolkata,India,1
2004828847,DS,Deal Deferred,12-15-2020 21:33:00,10-29-2020 13:46:00,142,,,,,,Lead Sourcing - Food Aggregators,Mumbai,India,13
2004828860,DS,Lost,11-25-2020 18:33:00,10/29/20 13:46,27,,,,,,Lead Sourcing - Food Aggregators,Mumbai,India,12
2004828864,DS,Contact made,02/02/2021 19:56,10/29/20 13:46,142,,,,,,Lead Sourcing - Food Aggregators,Kolkata,India,12
2004828895,SS,Deferred,02/16/21 12:27,10/29/20 13:48,142,,,,,,Lead Sourcing - Food Aggregators,,India,8
2004828933,SS,Deferred,02/16/21 12:27,10-29-2020 13:48:00,142,,,,,,Lead Sourcing - Food Aggregators,Bangalore,India,8
2004828941,SS,Lost,11/09/2020 10:41,10-29-2020 13:48:00,8,,,,,,Lead Sourcing - Food Aggregators,Others,India,8
2004828942,SS,Right Contact Made,02/09/2021 12:55,10-29-2020 13:48:00,142,,,,,,Lead Sourcing - Food Aggregators,,India,8
2004831482,MJ,Won,03/10/2021 16:52,10-30-2020 21:26:00,124,,,,,,Lead Sourcing - Food Aggregators,Kolkata,India,17
2004831505,MJ,Contact made,03/16/21 20:52,10-30-2020 21:26:00,141,,,,,,Lead Sourcing - Food Aggregators,Surat,India,13
2004833703,DS,Lost,12-18-2020 19:00:00,11/02/2020 15:47,46,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,20
2004833707,DS,Lost,11/11/2020 19:21,11/02/2020 15:47,9,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,19
2004849258,SS,Won,12/08/2020 14:45,11/11/2020 12:29,27,,,,,,Referral,Delhi NCR,India,2
2004851148,DS,New,03/19/21 17:02,11/12/2020 17:04,128,,,,,,Web Form,Kolkata,India,1
2004864272,SS,Won,11-19-2020 12:13:00,11-18-2020 16:59:00,1,,,,,,Referral,Delhi NCR,India,1
2004875715,SS,Deal Deferred,12/17/20 11:01,11-25-2020 14:11:00,115,,,,,,Chat,Bangalore,India,3
2004875955,SS,Deal Deferred,01-14-2021 6:28:00,11-25-2020 17:32:00,115,,,,,,Web Form,Bangalore,India,1
2004881778,SS,Deal Deferred,03/04/2021 17:09,11-30-2020 17:49:00,110,Not Interested,Cash Crunch,,44384,not opening the brand soon. happy to use satellite prime order tracker.,Referral,Chennai,India,6
2004883905,DS,Lost,12/18/20 18:43,12/01/2020 13:22,17,,,,,,Lead Sourcing - Food Aggregators,Chennai,India,11
2004883910,DS,Lost,12-14-2020 20:57:00,12/01/2020 13:22,13,,,,,,Lead Sourcing - Food Aggregators,Coimbatore,India,11
2004883951,DS,Won,01/07/2021 19:42,12/01/2020 13:31,29,,,,,,Lead Sourcing - Food Aggregators,Chennai,India,1
2004883952,PN,Contact made,01-28-2021 15:37:00,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Mumbai,India,10
2004883962,MJ,Contact made,03/19/21 18:09,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,11
2004883965,DS,Contact made,02/24/21 21:06,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Kolkata,India,10
2004883980,PN,Lost,1-30-2021 11:47:00,12/01/2020 13:31,15,,,,,,Lead Sourcing - Food Aggregators,Pune,India,10
2004883983,AR,Deal Deferred,3-15-2021 18:07:00,12/01/2020 13:31,109,Not Interested,,,,,Lead Sourcing - Food Aggregators,Hyderabad,India,7
2004883988,DS,Lost,01/08/2021 14:49,12/01/2020 13:31,38,,,,,,Lead Sourcing - Food Aggregators,Mumbai,India,10
2004883995,PN,Contact made,01-28-2021 15:37:00,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Mumbai,India,10
2004884018,MJ,Lost,01/07/2021 23:45,12/01/2020 13:31,37,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,9
2004884026,MJ,Contact made,03/02/2021 19:22,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,9
2004884029,PN,Deal Deferred,02/05/2021 19:41,12/01/2020 13:31,109,No Requirement,,Low Order Volume,44343,,Lead Sourcing - Food Aggregators,Mumbai,India,9
2004884030,MJ,New,01/06/2021 21:45,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,9
2004884034,MJ,Lost,02/09/2021 21:15,12/01/2020 13:31,70,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,9
2004884057,SS,Lost,12/07/2020 18:19,12/01/2020 13:31,1,,,,,,Lead Sourcing - Food Aggregators,Bangalore,India,9
2004884060,MJ,New,01/06/2021 21:45,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,9
2004884085,SS,Deferred,12/07/2020 18:20,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Bangalore,India,8
2004884086,SS,Deferred,12/07/2020 18:20,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Bangalore,India,8
2004884092,SS,Deferred,12/07/2020 18:27,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Hyderabad,India,8
2004884100,JHM,Deal Sealed,03/17/21 23:57,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Chennai,India,8
2004884115,SS,Contact Made,02/09/2021 12:53,12/01/2020 13:31,109,,,,,,Lead Sourcing - Food Aggregators,Mysore,India,7
2004884142,SS,Deferred,01/19/21 18:12,12/01/2020 13:31,109,Not Interested,Cash Crunch,,,Said to reach out by April as the online orders are very low,Lead Sourcing - Food Aggregators,Bangalore,India,7
2004884146,DS,New,02/05/2021 07:54,12/01/2020 13:31,109,Happy Using Competitor,,,44426,Using Petpooja,Lead Sourcing - Food Aggregators,Kolkata,India,7
2004884148,SS,Lost,01-20-2021 10:11:00,12/01/2020 13:31,50,,,,,,Lead Sourcing - Food Aggregators,Bangalore,India,7
2004884150,MJ,Lost,01/05/2021 23:42,12/01/2020 13:31,22,,,,,,Lead Sourcing - Food Aggregators,Kolkata,India,7
2004889660,SS,Deferred,01/05/2021 16:19,12/04/2020 12:00,106,,,,,,Lead Sourcing - Food Aggregators,Bangalore,India,7
2004889684,AR,Contact made,03-19-2021 14:54:00,12/04/2020 12:00,106,,,,,,Lead Sourcing - Food Aggregators,Hyderabad,India,7
2004890063,SS,New,02-19-2021 18:53:00,12/04/2020 18:26,106,,,,,,Lead Sourcing - Food Aggregators,,India,7
2004890083,SS,New,02/19/21 18:58,12/04/2020 18:26,106,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,7
2004890086,SS,New,02/19/21 18:59,12/04/2020 18:26,106,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,7
2004890128,SS,New,02/15/21 20:50,12/04/2020 18:26,106,,,,,,Lead Sourcing - Food Aggregators,Chandigarh,India,7
2004892673,DS,New,02/11/2021 20:42,12/07/2020 10:52,103,,,,,,Web Form,Chennai,India,3
2004901392,DS,Won,12/28/20 20:47,12/08/2020 19:17,20,,,,,,Web Form,Bangalore,India,2
2004910206,MJ,Won,12/28/20 23:53,12/14/20 22:57,9,,,,,,Cold call/email,Mumbai,India,1
2004914436,MJ,Contact made,03-16-2021 20:49:00,12/16/20 14:57,94,,,,,,Cold call/email,Delhi NCR,India,10
2004914664,MJ,New,12-16-2020 18:24:00,12/16/20 18:06,94,,,,,,Lead Sourcing - Food Aggregators,Delhi NCR,India,6
2004917250,SS,Won,03-15-2021 16:27:00,12/18/20 8:56,87,Not Interested,Due to COVID,,44266,He wants to put it on hold as the restaurants are not yet live on Aggregators. It will take another 1 month so he asked me to contact him in 2nd week of March.,Support @ UrbanPiper,Bangalore,India,12
2004924137,SS,Won,2-15-2021 12:24:00,12/24/20 18:08,13,,,,,,Referral,Delhi NCR,India,5
2004934218,SS,Deal Deferred,01/14/21 6:29,01/04/2021 20:00,75,,,,,,Web Form,Lucknow,India,1
2004935954,SS,Won,01/05/2021 15:42,01/05/2021 15:41,0,,,,,,Chat,Delhi NCR,India,1
2004938272,SS,Won,02-18-2021 16:28:00,01/06/2021 18:55,13,,,,,,LinkedIn,Delhi NCR,India,1
2004938340,SS,Deal Deferred,02-23-2021 17:35:00,01/06/2021 19:43,73,Not Interested,Due to COVID,,44292,They would like to hold till 31st March,Cold call/email,Delhi NCR,India,8
2004943408,AR,New,03/17/21 11:44,01/11/2021 07:46,68,No Response,,,44292,incoming calls are disabled for the brand,Cold call/email,Bangalore,India,1
2004947794,DS,Proposal Sent,2-26-2021 9:59:00,1-13-2021 18:14:00,66,,,,,,Web Form,Bangalore,India,1
2004950869,SS,Deal Deferred,02/03/2021 22:46,1-15-2021 15:51:00,64,No Response,,,44440,Ops team is doing follow ups,Web Form,Hyderabad,India,1
2004953402,PN,Demo Done,03/10/2021 15:39,1-18-2021 12:02:00,61,,,,,,Web Form,Mumbai,India,3
2004953472,SS,Deal Deferred,01-19-2021 19:05:00,1-18-2021 13:43:00,61,Happy Using Competitor,,,44272,The POC didn't disclose the name of the solution which they are using.,Cold call/email,Delhi NCR,India,9
2004956158,MJ,In Negotiation,03/10/2021 21:23,1-19-2021 22:15:00,60,,,,,,Web Form,Mumbai,India,1
2004968258,SS,Lost,02/01/2021 17:44,1-27-2021 19:03:00,5,,,,,,Web Form,Mumbai,India,1
2004975300,JHM,Won,03/03/2021 10:18,02/01/2021 17:33,14,,,,,,Lead Sourcing - Food Aggregators,Chennai,India,1
2004977152,DS,Won,02-26-2021 10:04:00,02/02/2021 16:16,0,,,,,,Web Form,Jaipur,India,1
2004994109,DS,Won,02-26-2021 10:04:00,02/08/2021 13:37,0,,,,,,Cold call/email,Delhi NCR,India,14
2005037447,AR,Deal Deferred,03-19-2021 12:20:00,02-25-2021 12:02:00,23,No Response,,,,,Phone,Bangalore,India,1
2005043372,SS,Contact made,03-17-2021 23:25:00,03/01/2021 19:53,19,,,,,,POS Partners,Delhi NCR,India,4
2005044652,DS,In Negotiation,03/11/2021 17:00,03/02/2021 15:19,18,,,,,,Web Form,Nagpur,India,1
2005048785,SS,Contact made,03-17-2021 23:34:00,03/04/2021 16:47,16,,,,,,Cold call/email,Ahmedabad,India,2
2005053568,MPS,Proposal Sent,03/08/2021 18:31,03/08/2021 16:05,12,,,,,,Phone,Chennai,India,1
2005053572,AR,Won,03-19-2021 19:00:00,03/08/2021 16:09,11,,,,,,Email,Bangalore,India,1
2005072121,DS,Deal Sealed,03-18-2021 17:56:00,03-18-2021 17:45:00,2,,,,,,Cold call/email,Nagpur,India,1
2001640748,DJ,Won,12/03/2018 21:57,01/03/2018 16:52,18,,,,,,POS Partners,Bangalore,India,1
2001641266,DJ,Won,12/03/2018 21:57,01/03/2018 19:30,278,,,,,,POS Partners,Hyderabad,India,10
2001653977,JM,Lost,9-21-2020 18:37:00,01/08/2018 21:06,87,,,,,,Cold call/email,Bangalore,India,1
2001671684,DJ,Deal Deferred,01/14/21 6:23,01-15-2018 12:47:00,1160,,,,,,,Delhi NCR,India,45
2001672487,MJ,Deal Deferred,02/22/21 20:44,01-15-2018 18:07:00,1160,,,,,,Aahar 2020,Delhi NCR,India,3
2001684299,JM,Deal Deferred,07/01/2020 11:43,01/16/18 18:43,1159,,,,,,Cold call/email,Mumbai,India,2
2001826701,DJ,Deal Deferred,02/14/20 12:04,02/19/18 12:10,1125,,,,,,Web Form,Hyderabad,India,1
2001835782,JM,Deal Deferred,07/01/2020 11:43,02-22-2018 14:52:00,1122,,,,,,Web Form,Chennai,India,1
2001993856,JM,Deal Deferred,07/01/2020 11:43,03-23-2018 18:37:00,1093,,,,,,Web Form,Delhi NCR,India,1
2002055747,JM,Deal Deferred,01-14-2021 6:23:00,04/08/2018 22:12,1077,,,,,,,Others,India,1
2002118093,DJ,Deal Deferred,2-14-2020 12:04:00,04-18-2018 14:04:00,1067,,,,,,Cold call/email,Others,India,2
2002118666,DJ,Lost,01/02/2019 14:21,04-18-2018 17:36:00,259,,,,,,Web Form,Bangalore,India,1
2002120470,JM,Deal Deferred,07/01/2020 11:44,04-19-2018 8:01:00,1066,,,,,,,Bangalore,India,3
2002122107,JM,Lost,09-21-2020 18:39:00,04/19/18 20:00,20,,,,,,,Delhi NCR,India,4
2002140341,DJ,Deal Deferred,02/14/20 12:04,04-23-2018 19:27:00,1062,,,,,,,Mumbai,India,12
2002151738,JM,Deal Deferred,07/01/2020 11:44,04-27-2018 12:01:00,1058,,,,,,,Delhi NCR,India,1
2002164927,JM,Deal Deferred,07/01/2020 11:44,05/03/2018 11:39,1052,,,,,,POS Partners,Pune,India,1
2002254348,KS,Won,09-14-2020 10:20:00,05-30-2018 17:02:00,90,,,,,,Chat,Kolkata,India,8
2002324740,DJ,Deal Deferred,01/14/21 6:23,06-22-2018 14:22:00,1002,,,,,,POS Partners,Chennai,India,2
2002329355,JM,Deal Deferred,01/14/21 6:23,06-25-2018 19:39:00,999,,,,,,Chat,Bangalore,India,3
2002335796,DJ,Lost,02/14/20 12:04,06-28-2018 11:59:00,322,,,,,,,Delhi NCR,India,2
2002338227,JM,Lost,03/11/2020 13:42,06-29-2018 14:25:00,256,,,,,,,Pune,India,4
2002341783,DJ,Lost,02/14/20 12:04,07/02/2018 14:03,301,,,,,,,Hyderabad,India,4
2002344044,KS,Lost,09/14/20 15:47,07/03/2018 13:40,73,,,,,,Cold call/email,Delhi NCR,India,3
2002372046,KS,Deal Deferred,01-14-2021 6:24:00,07/10/2018 14:45,984,,,,,,Cold call/email,Delhi NCR,India,4
2002389997,DJ,Deal Deferred,02-14-2020 12:04:00,07-17-2018 11:52:00,977,,,,,,,Mumbai,India,1
2002414323,KS,Lost,09-14-2020 15:47:00,07-27-2018 11:08:00,294,,,,,,Web Form,Hyderabad,India,1
2002414455,KS,Deal Deferred,01-14-2021 6:24:00,07/27/18 12:51,967,,,,,,Web Form,Pune,India,1
2002435923,JM,Won,09-21-2020 18:51:00,08/01/2018 13:25,7,,,,,,POS Partners,Mumbai,India,1
2002442324,JM,Deal Deferred,01/14/21 6:24,08/03/2018 12:48,960,,,,,,Cold call/email,Delhi NCR,India,1
2002449607,DJ,Deal Deferred,01-14-2021 6:24:00,08/06/2018 16:03,957,,,,,,Cold call/email,Bangalore,India,1
2002460075,DJ,Deal Deferred,02-14-2020 12:04:00,08/09/2018 15:57,954,,,,,,,Kochi,India,2
2002461783,MJ,Lost,03/02/2021 19:46,08/10/2018 13:46,858,,,,,,Cold call/email,Delhi NCR,India,5
2002467713,KS,Lost,09-14-2020 15:52:00,08-14-2018 14:35:00,337,,,,,,Cold call/email,Bangalore,India,1
2002487075,JM,Lost,09/21/20 18:44,08-21-2018 11:17:00,167,,,,,,Chat,Ahmedabad,India,1
2002529197,AIB,Lost,09/10/2020 11:39,09/04/2018 18:09,503,,,,,,Phone,Delhi NCR,India,10
2002531243,JM,Deal Deferred,07/10/2020 17:50,09/05/2018 13:39,927,,,,,,,Delhi NCR,India,1
2002537673,JM,Deal Deferred,07/10/2020 17:49,09/07/2018 17:32,925,,,,,,,Others,India,1
2002543031,JM,Deal Deferred,07/03/2020 17:57,09/11/2018 13:53,921,,,,,,,Bangalore,India,5
2002555853,AIB,Lost,09/10/2020 11:54,09-17-2018 18:46:00,4,,,,,,Phone,Jalandhar,India,1
2002574322,MPS,Deal Deferred,06/08/2020 13:44,09-25-2018 13:54:00,907,,,,,,Cold call/email,Chennai,India,1
2002574345,MPS,Deal Deferred,06/08/2020 13:44,09-25-2018 14:04:00,907,,,,,,Cold call/email,Chennai,India,1
2002577101,KS,Lost,09-14-2020 15:56:00,09/26/18 14:25,189,,,,,,Web Form,Bangalore,India,1
2002620067,KS,Lost,09-14-2020 15:56:00,10/04/2018 17:24,26,,,,,,Web Form,Bangalore,India,1
2002622021,KS,Lost,09-14-2020 15:56:00,10/05/2018 12:02,214,,,,,,Cold call/email,Others,India,1
2002626462,AIB,New,02/03/2021 15:27,10/08/2018 10:02,894,,,,,,POS Partners,Chennai,India,17
2002636619,JM,Lost,03/11/2020 13:42,10/11/2018 13:06,12,,,,,,Cold call/email,Bangalore,India,1
2002639435,DJ,Deal Deferred,2-14-2020 12:05:00,10/12/2018 11:34,890,,,,,,Web Form,Others,India,1
2002660877,KS,Deal Deferred,01-14-2021 6:24:00,10-16-2018 11:10:00,886,,,,,,POS Partners,Bangalore,India,20
2002664311,MPS,Deal Deferred,06/08/2020 13:44,10-17-2018 17:22:00,885,,,,,,Cold call/email,Mumbai,India,1
2002704460,KS,Deal Deferred,01/14/21 6:24,10-19-2018 16:44:00,883,,,,,,Web Form,Others,India,1
2002726516,KS,Deal Deferred,01-14-2021 6:24:00,10-23-2018 14:02:00,879,,,,,,Web Form,Bangalore,India,1
2002726672,KS,Won,09/14/20 15:59,10/23/18 15:25,0,,,,,,POS Partners,Delhi NCR,India,7
2002731429,AIB,Won,09/10/2020 11:49,10/25/18 17:49,25,,,,,,POS Partners,Delhi NCR,India,1
2002741316,JM,Won,09-21-2020 18:53:00,10/31/18 11:34,-72,,,,,,Referral,Kolkata,India,8
2002749114,DJ,Deal Deferred,02-14-2020 12:05:00,11/05/2018 15:52,866,,,,,,Web Form,Bangalore,India,1
2002758436,DJ,Deal Deferred,02/14/20 12:05,11/09/2018 16:36,862,,,,,,Cold call/email,Others,India,1
2002758489,JM,Lost,03/11/2020 13:42,11/09/2018 17:10,97,,,,,,Cold call/email,Others,India,1
2002762085,JM,Deal Deferred,07/03/2020 17:59,11/12/2018 18:10,859,,,,,,Web Form,Bangalore,India,1
2002764931,DJ,Deal Deferred,02-14-2020 12:05:00,11-13-2018 19:02:00,858,,,,,,Web Form,Others,India,1
2002769437,KS,Lost,09-14-2020 15:59:00,11-15-2018 17:52:00,524,,,,,,Web Form,Others,India,4
2002777575,JM,Deal Deferred,07/03/2020 17:59,11-20-2018 18:39:00,851,,,,,,POS Partners,Bangalore,India,100
2002794886,JM,Deal Deferred,07/03/2020 17:59,11-30-2018 15:08:00,841,,,,,,Chat,Others,India,3
2002798619,DJ,Won,12/03/2018 12:25,12/03/2018 12:10,0,,,,,,Referral,Delhi NCR,India,1
2002826789,KS,Deal Deferred,01-14-2021 6:25:00,12/11/2018 15:17,830,,,,,,Web Form,Bangalore,India,1
2002838424,JM,Deal Deferred,07/10/2020 17:49,12-18-2018 12:26:00,823,,,,,,Web Form,Bangalore,India,4
2002842883,KS,Lost,09-14-2020 16:09:00,12/21/18 0:26,40,,,,,,Web Form,Others,India,1
2002860363,MPS,Deal Deferred,06/08/2020 13:44,01/04/2019 12:07,806,,,,,,Chat,Others,India,1
2002867083,DJ,Lost,02/14/20 12:05,01/08/2019 18:39,160,,,,,,Chat,Bangalore,India,1
2002871532,JM,Deal Deferred,08/28/20 19:22,01/10/2019 12:41,800,,,,,,Chat,Pune,India,2
2002891245,DJ,Deal Deferred,01-14-2021 6:25:00,1-18-2019 13:56:00,792,,,,,,Cold call/email,Chennai,India,2
2002891655,SS,Lost,11-26-2020 12:56:00,1-18-2019 17:00:00,678,,,,,,Web Form,Bangalore,India,5
2002939026,DJ,Lost,02-14-2020 12:05:00,01/30/19 12:08,289,,,,,,Web Form,Others,India,1
2002939066,KS,Lost,09-14-2020 16:38:00,01/30/19 12:24,168,,,,,,Web Form,Chennai,India,1
2002941716,KS,Lost,9-14-2020 16:38:00,01/31/19 11:59,88,,,,,,Chat,Delhi NCR,India,1
2002942253,DJ,Deal Deferred,02-14-2020 12:05:00,01-31-2019 16:48:00,779,,,,,,Cold call/email,Chennai,India,1
2002953286,AIB,Won,09/10/2020 11:48,02/04/2019 12:00,309,,,,,,Phone,Bangalore,India,6
2003042285,SS,Lost,10/09/2020 13:23,02-14-2019 18:51:00,265,,,,,,Web Form,Delhi NCR,India,6
2003071032,SS,Won,10/09/2020 13:19,02-18-2019 19:05:00,365,,,,,,POS Partners,Delhi NCR,India,3
2003072764,SS,Won,11/12/2020 17:43,02-19-2019 11:21:00,632,,,,,,Phone,Delhi NCR,India,1
2003083342,KS,Deal Deferred,01/14/21 6:25,02-20-2019 19:27:00,759,,,,,,Web Form,Bangalore,India,1
2003115897,KS,Lost,09/14/20 16:41,02-26-2019 14:22:00,13,,,,,,Web Form,Bangalore,India,1
2003124995,KS,Lost,9-14-2020 16:41:00,03/01/2019 19:25,47,,,,,,Web Form,Kolkata,India,1
2003172008,DJ,Deal Deferred,02-14-2020 12:05:00,03/14/19 13:29,737,,,,,,Web Form,Bangalore,India,1
2003179233,MPS,Deal Deferred,07/07/2020 13:33,03/18/19 18:48,733,,,,,,Chat,Others,India,1
2003189679,AIB,Won,08/04/2020 10:57,03/22/19 13:30,475,,,,,,Web Form,Bhubaneswar,India,2
2003190348,KS,Deal Deferred,01-14-2021 6:25:00,03-22-2019 18:17:00,729,,,,,,Web Form,Bangalore,India,1
2003204149,KS,Lost,09-14-2020 16:48:00,03-28-2019 12:04:00,43,,,,,,Web Form,Bangalore,India,1
2003218883,KS,Deal Deferred,01-14-2021 6:25:00,04/04/2019 18:48,716,,,,,,Web Form,Bangalore,India,1
2003230645,KS,Deal Deferred,01-14-2021 6:25:00,04/10/2019 13:37,710,,,,,,Web Form,Bangalore,India,1
2003230661,KS,Deal Deferred,01-14-2021 6:25:00,04/10/2019 13:54,710,,,,,,Web Form,Ahmedabad,India,1
2003295549,SS,Lost,06/11/2020 18:41,05/11/2019 11:51,241,,,,,,Referral,Delhi NCR,India,2
2003303417,SS,Deferred,01-13-2021 13:48:00,05-15-2019 12:55:00,675,Happy Using Competitor,,,44293,Satisfied with current POS  are not facing any issues,Web Form,Bangalore,India,5
2003367187,,Deal Deferred,08-20-2019 13:00:00,06/06/2019 17:36,653,,,,,,Cold call/email,Mumbai,India,2
2003393167,PN,Deal Deferred,01/30/21 11:45,06-17-2019 10:25:00,642,,,,,,Cold call/email,Mumbai,India,15
2003454211,SS,Contact made,03-17-2021 23:38:00,07/10/2019 13:03,619,,,,,,POS Partners,Delhi NCR,India,39
2003454868,JM,Deal Deferred,03-24-2020 17:48:00,07/10/2019 16:46,619,,,,,,Chat,Pune,India,2
2003458481,JM,Deal Deferred,07/03/2020 18:06,07/11/2019 14:23,618,,,,,,Chat,Delhi NCR,India,1
2003510251,MJ,Deal Deferred,02-22-2021 20:51:00,07/25/19 12:44,604,,,,,,Web Form,Mumbai,India,10
2003544203,MJ,Deal Deferred,03/08/2021 21:46,08/06/2019 11:37,592,,,,,,Cold call/email,Mumbai,India,56
2003553051,DJ,Deal Deferred,02-14-2020 12:06:00,08/08/2019 12:24,590,,,,,,Chat,Bangalore,India,1
2003567999,DJ,Deal Deferred,02/14/20 12:06,08/13/19 18:14,585,,,,,,Chat,Bangalore,India,1
2003614877,KS,Lost,09-14-2020 16:54:00,08/28/19 18:51,8,,,,,,Web Form,Bangalore,India,1
2003618646,AIB,Won,09/10/2020 11:52,08-29-2019 17:22:00,-121,,,,,,POS Partners,Chennai,India,160
2003635358,DS,Won,10-13-2020 13:45:00,09/03/2019 17:56,403,,,,,,Chat,Bangalore,India,1
2003665273,PN,Lost,02/10/2021 13:21,09-13-2019 14:02:00,516,,,,,,Cold call/email,Mumbai,India,20
2003690203,JM,Deferred,10-21-2020 1:27:00,09-20-2019 13:05:00,547,,,,,,Cold call/email,Mumbai,India,15
2003696392,MJ,Deal Deferred,10/07/2020 17:57,09-23-2019 18:40:00,544,,,,,,Cold call/email,Chandigarh,India,8
2003707416,MJ,Deferred,12/11/2020 00:18,09-27-2019 14:45:00,540,,,,,,Cold call/email,Delhi NCR,India,1
2003711671,MJ,Deal Deferred,01-14-2021 6:26:00,09-30-2019 16:51:00,537,,,,,,Cold call/email,Chandigarh,India,1
2003739791,PN,Lost,01-30-2021 11:43:00,10/09/2019 19:04,407,,,,,,Cold call/email,Pune,India,5
2003741668,JM,Deferred,09/09/2020 16:42,10/10/2019 15:37,527,,,,,,POS Partners,Bhubaneswar,India,1
2003741799,MJ,Deal Deferred,10-22-2020 23:37:00,10/10/2019 16:50,527,,,,,,Cold call/email,Bhubaneswar,India,2
2003745547,JM,Deferred,10/06/2020 17:25,10/11/2019 14:22,526,,,,,,Cold call/email,Kolkata,India,2
2003748818,JM,Deal Deferred,08/28/20 19:22,10/14/19 13:06,523,,,,,,Cold call/email,Bhubaneswar,India,16
2003762011,JM,New,08/11/2020 12:22,10/18/19 17:10,519,,,,,,Cold call/email,Pune,India,2
2003767854,SS,Right Contact Made,02/09/2021 12:56,10/21/19 13:27,516,,,,,,Cold call/email,Bangalore,India,4
2003782875,DJ,Won,02/14/20 12:06,10/25/19 17:07,0,,,,,,,Pune,India,1
2003789676,MJ,Won,10/09/2020 09:29,10-28-2019 17:02:00,262,,,,,,Cold call/email,Bangalore,India,4
2003789788,DS,Deal Deferred,11-27-2020 18:32:00,10-28-2019 17:48:00,509,,,,,,Cold call/email,Delhi NCR,India,14
2003789809,DS,Deal Deferred,11-27-2020 11:38:00,10-28-2019 17:54:00,509,,,,,,Cold call/email,Indore,India,13
2003789817,DS,Deal Deferred,11-24-2020 19:03:00,10-28-2019 17:56:00,509,,,,,,Cold call/email,Delhi NCR,India,40
2003790158,DS,Deal Deferred,12-17-2020 21:18:00,10-28-2019 18:16:00,509,,,,,,Cold call/email,Delhi NCR,India,5
2003790173,DS,Deal Deferred,12-22-2020 19:41:00,10-28-2019 18:21:00,509,,,,,,Cold call/email,Delhi NCR,India,5
2003790260,MJ,Deal Deferred,01/06/2021 22:03,10-28-2019 18:39:00,509,,,,,,Cold call/email,Delhi NCR,India,5
2003793140,DS,Deal Deferred,12/09/2020 19:15,10/29/19 13:56,508,,,,,,Cold call/email,Lucknow,India,12
2003793429,DS,Deal Deferred,11-26-2020 21:01:00,10/29/19 15:31,508,,,,,,Cold call/email,Indore,India,5
2003793492,PN,Contact made,01-28-2021 15:35:00,10-29-2019 15:58:00,508,,,,,,Cold call/email,Lucknow,India,9
2003817017,PN,Contact made,01-28-2021 15:35:00,11/06/2019 23:51,500,,,,,,Cold call/email,Vadodara,India,6
2003825791,AIB,Won,08-28-2020 19:24:00,11/11/2019 10:29,218,,,,,,POS Partners,Bangalore,India,18
2003826388,PN,Deal Deferred,01/30/21 11:46,11/11/2019 17:21,495,,,,,,Cold call/email,Pune,India,14
2003826715,JM,Contact Made,08/11/2020 12:53,11/11/2019 19:03,495,,,,,,Cold call/email,Pune,India,8
2003829299,PN,Deal Deferred,1-30-2021 11:46:00,11/12/2019 17:25,494,,,,,,Chat,Delhi NCR,India,2
